SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
LINCOLN,EQ,324.8,339,323,334.65,334.8,324.95,157417,52515380.05,12-AUG-2021,7320,INE405C01035,
LINCPEN,EQ,195.5,201.55,191.65,198,199.9,191.95,4851,955543.95,12-AUG-2021,351,INE802B01019,
LINDEINDIA,EQ,1795,1832.6,1793.45,1799,1800,1795.85,68832,124903368.7,12-AUG-2021,6723,INE473A01011,
LIQUIDBEES,EQ,1003.4,1003.4,998.45,1000,1000,999.99,927066,927067269.09,12-AUG-2021,3942,INF732E01037,
LIQUIDETF,EQ,1000.04,1000.04,999.99,999.99,1000,1000,290980,290980051.87,12-AUG-2021,133,INF740KA1EU7,
LODHA,EQ,840,869.9,825.45,852.15,846,835.7,394709,337879818.05,12-AUG-2021,23811,INE670K01029,
LOKESHMACH,EQ,42,42,39.3,40.1,40.7,39.55,26483,1089316.45,12-AUG-2021,355,INE397H01017,
LOTUSEYE,BE,43.4,45.7,43.4,44.8,44.5,43.55,4772,213640.95,12-AUG-2021,50,INE947I01017,
LOVABLE,EQ,109.95,113,108.4,111.95,113,107.95,45122,5014265.1,12-AUG-2021,1611,INE597L01014,
LPDC,BE,4.55,4.75,4.55,4.6,4.75,4.75,57068,262413.35,12-AUG-2021,313,INE197J01017,
LSIL,BE,3,3.2,3,3.1,3.15,3.15,1212904,3760440.2,12-AUG-2021,2211,INE093R01011,
LT,EQ,1590,1627,1582,1623.45,1624,1583.3,1645811,2654548373.2,12-AUG-2021,82015,INE018A01030,
LTI,EQ,4760,4912,4760,4877.05,4865,4754.4,502105,2443543643.1,12-AUG-2021,48324,INE214T01019,
LTTS,EQ,3662.5,3733,3640.4,3659.3,3670,3659.25,269765,992696657.6,12-AUG-2021,30188,INE010V01017,
LUMAXIND,EQ,1483.3,1507.3,1460.3,1464.35,1470,1475.9,2522,3742520.95,12-AUG-2021,828,INE162B01018,
LUMAXTECH,EQ,155.45,158.4,154.45,156,156.5,156.25,73016,11426133.95,12-AUG-2021,2697,INE872H01027,
LUPIN,EQ,1030,1033,973.1,975.95,978,1050.75,9765212,9654262971.05,12-AUG-2021,216225,INE326A01037,
LUXIND,EQ,4125,4220,4125,4193.85,4185,4158,129189,538664754.95,12-AUG-2021,5077,INE150G01020,
LXCHEM,EQ,294.95,324.95,292.6,319.85,318.5,290.1,17180068,5379366442.1,12-AUG-2021,208527,INE576O01020,
LYKALABS,EQ,84.25,86.7,84.25,84.25,84.25,88.65,284705,24089616.65,12-AUG-2021,1335,INE933A01014,
LYPSAGEMS,EQ,4.8,4.8,4.55,4.6,4.7,4.75,37083,171776.65,12-AUG-2021,145,INE142K01011,
M&M,EQ,781,794.65,773.75,776.2,776,778.7,3551026,2782308542.3,12-AUG-2021,85142,INE101A01026,
M&MFIN,EQ,153.6,156.2,152,155.25,155.2,154,4457687,690228728.75,12-AUG-2021,25395,INE774D01024,
M&MFIN,N2,1072.25,1072.25,1072.25,1072.25,1072.25,1080,30,32167.5,12-AUG-2021,1,INE774D08MA6,
M14RG,MF,13.61,13.61,13.31,13.31,13.31,13.51,5000,67300,12-AUG-2021,2,INF903JA1971,
M15RD,MF,12.54,12.99,12.54,12.99,12.99,12.44,19500,248805,12-AUG-2021,6,INF903JA1AM8,
M15RG,MF,12.65,12.99,12.65,12.99,12.99,12.58,1212,15414.76,12-AUG-2021,2,INF903JA1AL0,
MAANALU,BE,177.7,196.4,177.7,194.2,196.4,187.05,35768,6787775.5,12-AUG-2021,886,INE215I01019,
MACPOWER,EQ,189.25,208.15,189.25,208.15,208.15,189.25,27225,5503576.2,12-AUG-2021,595,INE155Z01011,
MADHAV,EQ,54,64.4,54,61.25,62,54.45,140892,8622773.5,12-AUG-2021,4231,INE925C01016,
MADHUCON,EQ,6,6.05,5.6,6,6,5.8,13945,82890.55,12-AUG-2021,73,INE378D01032,
MADRASFERT,EQ,29.95,31.9,29.4,31.25,31.25,29.9,889253,27363119.75,12-AUG-2021,4269,INE414A01015,
MAESGETF,EQ,27.85,27.96,27.77,27.93,27.93,27.72,7312,204018.71,12-AUG-2021,82,INF769K01GS9,
MAFANG,EQ,53.9,53.9,53,53.09,53.1,53.33,125133,6642013.57,12-AUG-2021,1697,INF769K01HF4,
MAFSETF,EQ,17.5,17.5,17.12,17.22,17.23,17.11,54920,943966.26,12-AUG-2021,119,INF769K01HI8,
MAGADSUGAR,EQ,258,265.05,255,265.05,265.05,252.45,36788,9607105.8,12-AUG-2021,842,INE347W01011,
MAGNUM,BE,10,11,10,10.85,11,10.5,297425,3016796.7,12-AUG-2021,217,INE387I01016,
MAHABANK,EQ,18.6,19.7,18.5,19.2,19.25,18.6,7912092,151402219.3,12-AUG-2021,14183,INE457A01014,
MAHAPEXLTD,BE,107.5,112,106,112,112,107.5,832,90278.05,12-AUG-2021,13,INE843B01013,
MAHASTEEL,EQ,99.95,104.45,99.25,103.05,102.95,98.45,45393,4633012.75,12-AUG-2021,1901,INE451L01014,
MAHEPC,EQ,132.5,137.3,132,135.55,136.95,131.5,122096,16327623.6,12-AUG-2021,3132,INE215D01010,
MAHESHWARI,EQ,114,125,113.95,123.95,122.8,112.6,104848,12681297.95,12-AUG-2021,1931,INE263W01010,
MAHICKRA,SM,83.25,83.25,80.5,80.5,80.5,80.7,3000,245625,12-AUG-2021,2,INE961Y01015,
MAHINDCIE,EQ,251,254.85,246.05,248,249,248.45,128098,32098740.55,12-AUG-2021,4210,INE536H01010,
MAHLIFE,EQ,750,759.25,731.5,741.25,749,737.7,73112,54853210.55,12-AUG-2021,4413,INE813A01018,
MAHLOG,EQ,662,690,662,677.5,680,658.9,118504,80577800.15,12-AUG-2021,9989,INE766P01016,
MAHSCOOTER,EQ,3830,4564.95,3830,4486.95,4432.3,3843.05,219424,954982987.45,12-AUG-2021,30794,INE288A01013,
MAHSEAMLES,EQ,305.8,313,300.35,306.9,305,303.05,80409,24644973.9,12-AUG-2021,3947,INE271B01025,
MAITHANALL,EQ,1158,1229.7,1134,1143.9,1140,1149.6,818252,963989100.9,12-AUG-2021,42706,INE683C01011,
MAJESCO,EQ,82,84.95,82,84.25,84.6,82,146071,12267466.4,12-AUG-2021,2760,INE898S01029,
MALUPAPER,EQ,36.4,37.5,35.55,37.05,37.35,35.45,58423,2158227.3,12-AUG-2021,1078,INE383H01017,
MAN50ETF,EQ,168.89,168.89,164.45,168.5,168.5,167.8,3773,634623.83,12-AUG-2021,54,INF769K01EG9,
MANAKALUCO,EQ,18.5,18.5,17.8,18.35,18.45,17.65,104500,1901362.45,12-AUG-2021,406,INE859Q01017,
MANAKCOAT,EQ,12,13.05,12,12.75,12.75,11.9,51746,658341.6,12-AUG-2021,237,INE830Q01018,
MANAKSIA,EQ,71,72.7,69.3,71.8,71.6,64.65,543758,38940127.7,12-AUG-2021,11077,INE015D01022,
MANAKSTEEL,EQ,34.35,34.35,34.35,34.35,34.35,32.75,41380,1421403,12-AUG-2021,81,INE824Q01011,
MANALIPETC,BE,98,101.5,98,101.2,101.4,97,802832,80317324.4,12-AUG-2021,6910,INE201A01024,
MANAPPURAM,EQ,170,170.6,166.3,166.8,166.8,168.25,14174302,2380461886.4,12-AUG-2021,77184,INE522D01027,
MANGALAM,EQ,147.95,165,145.1,159.15,158.5,143.2,776260,123507047.05,12-AUG-2021,18460,INE584F01014,
MANGCHEFER,EQ,72,74.9,72,74.6,74.6,72.1,256095,18935973.3,12-AUG-2021,2613,INE558B01017,
MANGLMCEM,EQ,494,510,491.65,505.95,507.6,491,134382,67730487.7,12-AUG-2021,6922,INE347A01017,
MANINDS,EQ,124.75,125,115,122.1,121.1,123.15,368482,45109378.05,12-AUG-2021,6200,INE993A01026,
MANINFRA,EQ,66.1,73.7,66.1,69.9,70.3,67.15,4700865,334693574.7,12-AUG-2021,27567,INE949H01023,
MANUGRAPH,EQ,11.8,12.95,11.75,12.95,12.95,11.8,17738,223434,12-AUG-2021,145,INE867A01022,
MANXT50,EQ,391.3,393.69,390.95,393.69,393.69,392.27,260,102097.86,12-AUG-2021,19,INF769K01FN2,
MARALOVER,EQ,81.25,89.75,81.25,89.45,89.75,85.5,221539,19029557.85,12-AUG-2021,4116,INE882A01013,
MARATHON,EQ,83.8,85.8,82.2,83.4,84.8,82.7,47282,3960148.95,12-AUG-2021,920,INE182D01020,
MARICO,EQ,518,522.55,514.35,515.95,517,516.6,1741264,901210249.65,12-AUG-2021,26481,INE196A01026,
MARINE,EQ,43.6,47.45,42,45.95,45,42.9,2871618,129695280.65,12-AUG-2021,11563,INE01JE01028,
MARKSANS,EQ,72.95,79,72.5,78.2,78.6,71.9,3057813,233122549.85,12-AUG-2021,18075,INE750C01026,
MARSHALL,SM,30.5,37.2,30.5,37.2,37.2,33.85,90000,3088200,12-AUG-2021,30,INE00SZ01018,
MARUTI,EQ,7022,7084.8,6985,7012,7009.5,7021.5,330283,2319900982.6,12-AUG-2021,44040,INE585B01010,
MASFIN,EQ,766,779.8,760.55,770.3,770,770.55,24579,18916122.5,12-AUG-2021,2110,INE348L01012,
MASKINVEST,BE,33,33,32,33,33,32,483,15886.45,12-AUG-2021,8,INE885F01015,
MASTEK,EQ,2335,2456.95,2325.65,2442.15,2443,2327.75,159035,387899008.8,12-AUG-2021,12334,INE759A01021,
MATRIMONY,EQ,1084.7,1183.5,1045,1129.35,1125,1041.8,250355,283572988.8,12-AUG-2021,30793,INE866R01028,
MAWANASUG,BE,87,89.4,82.2,88,88,85.3,42631,3746002.85,12-AUG-2021,413,INE636A01039,
MAXHEALTH,EQ,303.15,333.05,301.45,329.55,329.1,300.6,9476823,3030725304.4,12-AUG-2021,154763,INE027H01010,
MAXIND,EQ,70.9,72.3,70.5,71.4,72.25,70.65,257444,18333823.55,12-AUG-2021,2850,INE0CG601016,
MAXVIL,EQ,88.7,95.65,87.45,94.35,94.35,88.05,459238,42855397.75,12-AUG-2021,6087,INE154U01015,
MAYURUNIQ,EQ,488,515.5,488,505.45,508,485.2,81072,40986639.3,12-AUG-2021,4599,INE040D01038,
MAZDA,EQ,570,607,570,594.1,592,565.45,8333,4947458.1,12-AUG-2021,1358,INE885E01034,
MAZDOCK,EQ,240.2,260,240.1,251.65,252.2,239.25,3511617,891599729.35,12-AUG-2021,48290,INE249Z01012,
MBAPL,EQ,138.85,145,137.55,144.1,145,137.75,5733,815292.45,12-AUG-2021,93,INE900L01010,
MBECL,BE,8.5,8.5,8.5,8.5,8.5,8.9,208653,1773550.5,12-AUG-2021,156,INE748A01016,
MBLINFRA,EQ,19.9,21.1,19.25,21.1,21.1,19.2,82076,1705030.15,12-AUG-2021,268,INE912H01013,
MCDHOLDING,EQ,43.2,46.9,43.2,44.1,44.25,43.35,120912,5412843.25,12-AUG-2021,1238,INE836H01014,
MCDOWELL-N,EQ,651.4,659,645.35,655.95,657.45,646.05,1769937,1159593766.35,12-AUG-2021,38384,INE854D01024,
MCL,EQ,40,40.75,39.4,40.75,40.75,38.85,49542,2004345.45,12-AUG-2021,510,INE813V01022,
MCLEODRUSS,EQ,24.15,26.05,23.8,26.05,26.05,24.85,3275218,84070634.9,12-AUG-2021,3963,INE942G01012,
MCX,EQ,1528,1535,1503.1,1509.95,1511.6,1520.5,316793,479772892,12-AUG-2021,19647,INE745G01035,
MDL,SM,23.1,23.1,23.1,23.1,23.1,22,8000,184800,12-AUG-2021,1,INE575Z01010,
MEGASOFT,BE,13.5,14.15,12.85,14.15,14.15,13.5,49082,684921.4,12-AUG-2021,168,INE933B01012,
MELSTAR,BZ,3.15,3.15,2.9,2.9,2.9,3.05,2738,7982.3,12-AUG-2021,18,INE817A01019,
MENONBE,EQ,71.9,83,71.55,79.15,78.15,70.85,202484,15960268.65,12-AUG-2021,5619,INE071D01033,
MEP,EQ,19.5,20.8,18.5,20.35,20.25,19.3,237237,4768907.55,12-AUG-2021,1106,INE776I01010,
MERCATOR,BE,2,2.2,2,2.1,2.1,2.1,2772203,5762223.6,12-AUG-2021,1157,INE934B01028,
METALFORGE,BZ,5.45,5.45,4.95,5.45,5.45,5.2,25607,137871.85,12-AUG-2021,98,INE425A01011,
METROPOLIS,EQ,2690.9,2693.55,2608.8,2630.7,2635.95,2675.9,176590,466992285.5,12-AUG-2021,19220,INE112L01020,
MFSL,EQ,1057.8,1109,1032.8,1078.9,1079.9,1061.95,1144931,1241988650.5,12-AUG-2021,34467,INE180A01020,
MGEL,EQ,51.05,54,51,53.65,53.5,51.3,4346,232059.9,12-AUG-2021,66,INE0APB01016,
MGL,EQ,1120.9,1151,1117.9,1146.8,1145,1117.85,461786,528103927.1,12-AUG-2021,18253,INE002S01010,
MHHL,SM,24.95,24.95,24.95,24.95,24.95,24.3,3000,74850,12-AUG-2021,1,INE450S01011,
MHRIL,EQ,300.95,305.9,295.5,297.8,298.7,299.35,231556,69564283.2,12-AUG-2021,5058,INE998I01010,
MIDHANI,EQ,188,193,186.9,188.75,188.05,187.35,515321,98070135.3,12-AUG-2021,8237,INE099Z01011,
MILTON,SM,18.5,18.5,18,18,18,18.5,8800,160600,12-AUG-2021,2,INE376Y01016,
MINDACORP,EQ,131.05,138.4,130.55,131.55,132.9,131.7,879682,117891084.65,12-AUG-2021,18450,INE842C01021,
MINDAIND,EQ,707.35,723,706.85,719.2,719,703.45,169243,121459547.7,12-AUG-2021,6918,INE405E01023,
MINDSPACE,RR,287.99,294.98,286.01,290.08,290,286.57,231901,67013865.7,12-AUG-2021,989,INE0CCU25019,
MINDTECK,EQ,106.5,116.2,106.25,113.65,113.2,111.35,113234,12687891.3,12-AUG-2021,3668,INE110B01017,
MINDTREE,EQ,2806.5,2935,2804.55,2925.7,2921.9,2804.55,1187926,3434459332.4,12-AUG-2021,65349,INE018I01017,
MIRCELECTR,BE,17.3,18.2,17.3,17.95,17.8,17.35,844538,15294755.65,12-AUG-2021,788,INE831A01028,
MIRZAINT,EQ,55.8,59.95,55.8,59.45,59.75,55.45,892850,51895345.45,12-AUG-2021,7143,INE771A01026,
MITCON,SM,54.75,54.75,54.3,54.3,54.3,57.15,20000,1088500,12-AUG-2021,10,INE828O01033,
MITTAL,EQ,10.9,11.1,10.5,10.75,10.85,10.5,36447,394106.7,12-AUG-2021,158,INE997Y01019,
MMFL,EQ,739.5,774,735.65,766.95,764,734.8,54652,41726178.3,12-AUG-2021,1975,INE227C01017,
MMP,EQ,149.5,166.1,149.5,164.75,164,148.35,70395,11274179.55,12-AUG-2021,1293,INE511Y01018,
MMTC,EQ,42.95,47.4,42.85,46.7,46.8,42.85,5479318,248619667.9,12-AUG-2021,17779,INE123F01029,
MODIRUBBER,BE,65.8,67.95,65.25,67.7,67.7,68.1,1559,104131.1,12-AUG-2021,58,INE832A01018,
MODISNME,EQ,76,79.5,75.85,79.05,79.5,75.7,264747,20728840.55,12-AUG-2021,7476,INE737D01021,
MOGSEC,EQ,48.36,48.45,48.36,48.45,48.45,48.35,1307,63260.05,12-AUG-2021,13,INF247L01AK4,
MOHITIND,BE,13.35,14.1,13,13.8,13.5,13.6,7528,103246.95,12-AUG-2021,59,INE954E01012,
MOHOTAIND,BE,8.3,8.4,7.6,8.35,8.35,8,34437,279224.15,12-AUG-2021,105,INE313D01013,
MOIL,EQ,173.05,176.8,172.8,175.65,176.3,172.35,343444,60209759.85,12-AUG-2021,5983,INE490G01020,
MOKSH,EQ,31.3,31.5,30.9,31.5,31.45,31.25,1192472,37398743.8,12-AUG-2021,685,INE514Y01020,
MOLDTECH,BE,77.75,81.05,73.8,81.05,81.05,77.2,37816,2966825.65,12-AUG-2021,485,INE835B01035,
MOLDTEKPP,E1,376,381,352.2,373.95,373.9,376.9,638,236615.9,12-AUG-2021,103,IN9893J01019,
MOLDTKPAC,EQ,502.9,503.95,496.4,498.2,498.05,499.6,42693,21324280.05,12-AUG-2021,3006,INE893J01029,
MOLDTKPAC,W1,341.1,341.1,341.1,341.1,341.1,335,5,1705.5,12-AUG-2021,1,INE893J13016,
MOM100,EQ,28.89,29.09,28.66,28.94,28.98,28.66,61017,1765203.08,12-AUG-2021,1269,INF247L01023,
MOM50,EQ,162,162.5,161.23,162.05,162.1,161.01,436,70436.94,12-AUG-2021,48,INF247L01536,
MON100,EQ,111.5,111.5,110.22,110.32,110.29,110.9,1973472,217906345.52,12-AUG-2021,4299,INF247L01AP3,
MONTECARLO,EQ,346.6,354.35,345,347.5,345.1,344.85,35154,12266818.05,12-AUG-2021,1715,INE950M01013,
MORARJEE,EQ,16.05,17.4,16.05,17.05,17.2,16.65,11024,187784.2,12-AUG-2021,124,INE161G01027,
MOREPENLAB,EQ,54.2,58.25,54,56.55,57,53.9,2723924,154074873.6,12-AUG-2021,12824,INE083A01026,
MOTHERSUMI,EQ,225.85,226.15,221.7,223.7,223.95,224.4,9122794,2043756714.35,12-AUG-2021,76153,INE775A01035,
MOTILALOFS,EQ,800,855,800,848.05,851,799.05,1046336,868079585.25,12-AUG-2021,31017,INE338I01027,
MOTOGENFIN,EQ,27,29.5,26.55,28.5,28.7,26.9,43889,1230756.5,12-AUG-2021,306,INE861B01023,
MPHASIS,EQ,2679,2770,2678.95,2764.45,2764,2673,652280,1786577810.9,12-AUG-2021,42427,INE356A01018,
MPSLTD,EQ,702,714,692.5,702.75,710.05,689.3,12790,8974337.05,12-AUG-2021,1120,INE943D01017,
MPTODAY,SM,28.75,28.75,28.75,28.75,28.75,27.4,2000,57500,12-AUG-2021,1,INE105Y01019,
MRF,EQ,78199,78709.95,77605,78236.05,78435,77603.1,13737,1074527480.05,12-AUG-2021,9100,INE883A01011,
MRO-TEK,EQ,32.95,32.95,31.05,32.6,32.7,32,6241,199221.5,12-AUG-2021,79,INE398B01018,
MRPL,EQ,40.7,43.95,40.6,43,42.95,40.55,2439982,102480334.25,12-AUG-2021,9808,INE103A01014,
MSPL,EQ,10.9,11.25,10.6,11,11.1,10.85,281329,3115217.6,12-AUG-2021,1010,INE752G01015,
MSTCLTD,EQ,261.1,271,261.1,266.4,266.6,259.8,385734,103184312.3,12-AUG-2021,10500,INE255X01014,
MTARTECH,EQ,1259.7,1327,1257.25,1314.05,1316,1253.2,323719,422409959.45,12-AUG-2021,20076,INE864I01014,
MTEDUCARE,EQ,8.1,8.5,7.6,8.45,8.5,7.75,222883,1842008.4,12-AUG-2021,463,INE472M01018,
MTNL,EQ,19.45,19.8,18.75,19.4,19.4,19.25,1066222,20666163.85,12-AUG-2021,3595,INE153A01019,
MUKANDLTD,BE,141,145,141,145,145,138.1,14267,2051533.9,12-AUG-2021,86,INE304A01026,
MUKANDLTD,P1,6,6,5.4,6,6,5.95,281,1557.3,12-AUG-2021,5,INE304A04012,
MUKTAARTS,EQ,41.2,41.2,39.7,40,40.1,39.25,45334,1844746.45,12-AUG-2021,388,INE374B01019,
MUNJALAU,EQ,61.5,63.85,61.5,63.15,62.7,60.6,174939,11009612.35,12-AUG-2021,2703,INE672B01032,
MUNJALSHOW,EQ,140.25,144,135.6,141.8,141.3,144.45,192743,27197833.05,12-AUG-2021,6587,INE577A01027,
MURUDCERA,EQ,27.15,28.9,27.15,28.6,28.7,26.9,90290,2557910,12-AUG-2021,1073,INE692B01014,
MUTHOOTCAP,EQ,406,412.15,400,408.15,409.5,402.05,35613,14474754.6,12-AUG-2021,2671,INE296G01013,
MUTHOOTFIN,EQ,1455,1463,1432.55,1448.45,1450,1443.3,790749,1144858463.2,12-AUG-2021,35133,INE414G01012,
NABARD,N1,1477.2,1477.2,1232,1232,1232,1231,10,13546,12-AUG-2021,2,INE261F07057,
NABARD,N2,1231.5,1231.5,1231.5,1231.5,1231.5,1231.99,100,123150,12-AUG-2021,1,INE261F07032,
NACLIND,EQ,66,68.5,65,67.55,67,64.95,581723,39130599.3,12-AUG-2021,4478,INE295D01020,
NAGAFERT,BE,13,14.3,13,14.3,14.3,13.65,1475554,19506545.9,12-AUG-2021,1143,INE454M01024,
NAGREEKCAP,EQ,8.6,8.6,8.6,8.6,8.6,8.3,9,77.4,12-AUG-2021,2,INE245I01016,
NAGREEKEXP,BE,41.15,43.3,41.15,41.95,42.8,43.3,54670,2282221.85,12-AUG-2021,251,INE123B01028,
NAHARCAP,EQ,263.1,285.95,263.1,285.95,285.95,272.35,51719,14396873.8,12-AUG-2021,1401,INE049I01012,
NAHARINDUS,BE,110.3,119.95,110.3,119.95,119.95,114.25,126539,14642476.35,12-AUG-2021,759,INE289A01011,
NAHARPOLY,EQ,223.4,238.9,217.15,238.9,238.9,227.55,265233,61436984.65,12-AUG-2021,6919,INE308A01027,
NAHARSPING,BE,393,412.8,376,412.75,412.8,393.15,181854,74339064.05,12-AUG-2021,1870,INE290A01027,
NAM-INDIA,EQ,383,387.1,382.05,384.3,384.7,382.1,890815,342724073.55,12-AUG-2021,10233,INE298J01013,
NATCOPHARM,EQ,1016.65,1049,994.5,1041.45,1048.8,1010.55,1087733,1110215102,12-AUG-2021,36305,INE987B01026,
NATHBIOGEN,EQ,374,374.45,363.8,368.05,368.25,369.4,31001,11487550.45,12-AUG-2021,2501,INE448G01010,
NATIONALUM,EQ,82.65,84.8,82.15,84.55,84.7,82.35,25485206,2129230342.1,12-AUG-2021,51939,INE139A01034,
NATNLSTEEL,EQ,4.3,4.3,4,4.05,4.15,4.1,37801,156603.4,12-AUG-2021,152,INE088B01015,
NAUKRI,EQ,5384,5438.7,5335,5426.65,5409.8,5375.05,191711,1034470358.6,12-AUG-2021,21269,INE663F01024,
NAVINFLUOR,EQ,3779.2,3814.65,3716,3729.95,3735,3747.55,166442,625186677.25,12-AUG-2021,17394,INE048G01026,
NAVKARCORP,EQ,44.7,46,44.7,45.35,45.5,44.4,903927,41047403.35,12-AUG-2021,6104,INE278M01019,
NAVNETEDUL,EQ,102,105.75,100.45,101.95,102.25,100.45,681380,70487065.3,12-AUG-2021,12659,INE060A01024,
NAZARA,EQ,1651.7,1691.15,1645,1664.45,1664,1643.1,106771,178201195,12-AUG-2021,8031,INE418L01021,
NBCC,EQ,45.2,47.3,45.15,46.9,47.05,45.1,5190251,240403472.15,12-AUG-2021,16299,INE095N01031,
NBIFIN,EQ,2548,2548,2450,2490.1,2490,2525,1006,2508067.65,12-AUG-2021,197,INE365I01020,
NBVENTURES,EQ,104.4,113.35,104.4,111.15,111.2,103.9,1230655,134959885.9,12-AUG-2021,15141,INE725A01022,
NCC,EQ,84.2,86.1,83.8,85.15,85.05,84.2,1797495,152480497.5,12-AUG-2021,7796,INE868B01028,
NCLIND,EQ,268.9,280.5,267.15,278.8,280.5,267.1,186780,51695619.55,12-AUG-2021,6964,INE732C01016,
NCPSESDL24,EQ,105.78,105.8,105.73,105.77,105.77,105.73,10410,1101230.03,12-AUG-2021,14,INF204KB18W4,
NDGL,BE,1310.5,1418,1310.5,1414.5,1418,1351.05,852,1178306,12-AUG-2021,61,INE756C01015,
NDL,EQ,76.55,81.9,76.55,80.2,80,79.45,140551,11258504.55,12-AUG-2021,1247,INE875G01030,
NDRAUTO,BE,351.5,372.8,351.5,369.45,370,355.05,5753,2108589.15,12-AUG-2021,132,INE07OG01012,
NDTV,EQ,78.05,83.9,78.05,80.65,80.55,80,137818,11238535.55,12-AUG-2021,3079,INE155G01029,
NECCLTD,EQ,17.65,17.9,17.55,17.6,17.6,17.4,61905,1091905.85,12-AUG-2021,242,INE553C01016,
NECLIFE,EQ,30,32.65,30,32.15,32.1,29.55,839106,26639319.6,12-AUG-2021,4723,INE023H01027,
NELCAST,EQ,82.7,90.15,82.7,87.65,88,82.1,851555,73817546.75,12-AUG-2021,13167,INE189I01024,
NELCO,EQ,470.45,470.45,450,470.45,470.45,427.7,1213844,568091117.55,12-AUG-2021,12356,INE045B01015,
NEOGEN,EQ,923.3,994,921.8,954.75,955,921.45,387499,375016886.3,12-AUG-2021,22500,INE136S01016,
NESCO,EQ,605,616.5,600.55,602.75,606,603.55,84712,51462157.35,12-AUG-2021,5277,INE317F01035,
NESTLEIND,EQ,18180.8,18247.95,18080,18133.85,18110,18167.8,24494,444808467.05,12-AUG-2021,8851,INE239A01016,
NETF,EQ,201.1,201.48,196.5,199.55,196.5,201.2,889,178824.5,12-AUG-2021,108,INF277K015R5,
NETFCONSUM,EQ,70.02,70.7,69.05,70.22,70.34,70.17,11484,809609.11,12-AUG-2021,156,INF204KA1LD7,
NETFDIVOPP,EQ,43.48,43.48,40.16,42.01,42.01,41.54,11147,474297.72,12-AUG-2021,77,INF204KA1MS3,
NETFGILT5Y,EQ,48.35,48.4,48.35,48.4,48.4,48.38,1002,48496.7,12-AUG-2021,5,INF204KC1030,
NETFIT,EQ,32.2,32.75,31.91,32.72,32.68,32.05,499296,16247982.29,12-AUG-2021,2591,INF204KB15V2,
NETFLTGILT,EQ,22.45,22.49,22.4,22.42,22.42,22.42,7570,169703.37,12-AUG-2021,67,INF204KB1882,
NETFMID150,EQ,106,110.5,104.08,105.03,105.29,104.08,47790,5025119.94,12-AUG-2021,1007,INF204KB1V68,
NETFNIF100,EQ,168,170.94,166,170.08,170.55,169.57,1245,211774.09,12-AUG-2021,38,INF204K014N5,
NETFNV20,EQ,92.6,92.89,91.36,92.48,92.5,91.62,2997,276286.71,12-AUG-2021,88,INF204KB18I3,
NETFPHARMA,EQ,14.6,14.6,14.19,14.2,14.23,14.36,414815,5921656.23,12-AUG-2021,902,INF204KC1089,
NETFSDL26,EQ,104.44,104.44,104.39,104.44,104.44,104.39,27,2819.58,12-AUG-2021,5,INF204KC1022,
NETWORK18,EQ,50.5,52.6,50.15,50.6,50.5,50.35,2314948,118973364.3,12-AUG-2021,6210,INE870H01013,
NEULANDLAB,BE,1620,1684.1,1602.5,1684.1,1684.1,1603.95,42238,69754249.7,12-AUG-2021,1805,INE794A01010,
NEWGEN,BE,610,610,595,604.9,605,602.7,39530,23799672.2,12-AUG-2021,2134,INE619B01017,
NEXTMEDIA,EQ,4.7,5.05,4.5,4.9,4.95,4.7,16261,79546.05,12-AUG-2021,34,INE747B01016,
NFL,EQ,56.25,58.2,56.25,57.9,57.95,56.75,687754,39717801,12-AUG-2021,5164,INE870D01012,
NH,EQ,511,519.9,502,503.75,503.7,510.3,285286,145256836.3,12-AUG-2021,18305,INE410P01011,
NHAI,N1,1089.9,1090.01,1089.9,1090,1090,1086.55,950,1035495.5,12-AUG-2021,10,INE906B07CA1,
NHAI,N2,1253.57,1257.5,1251,1256.69,1257.5,1255,4053,5084025.9,12-AUG-2021,32,INE906B07CB9,
NHAI,N4,1151,1151,1151,1151,1151,1150,50,57550,12-AUG-2021,1,INE906B07DD3,
NHAI,N6,1285,1285,1275,1284.25,1284.7,1274.89,310,398094,12-AUG-2021,12,INE906B07DF8,
NHAI,N8,1130,1131,1130,1131,1131,1132,42,47492,12-AUG-2021,5,INE906B07EH2,
NHAI,N9,1217.26,1220,1210,1214.21,1210,1230,29,35257.71,12-AUG-2021,15,INE906B07EI0,
NHAI,NA,1249.9,1266,1233.5,1237.13,1237,1237.79,940,1163362.8,12-AUG-2021,32,INE906B07EJ8,
NHAI,NC,1152.6,1152.6,1152.6,1152.6,1152.6,1169.99,31,35730.6,12-AUG-2021,1,INE906B07EN0,
NHAI,NE,1270.4,1280,1270.25,1280,1280,1272,1318,1682968.81,12-AUG-2021,11,INE906B07EP5,
NHBTF2014,N6,7125,7125,7125,7125,7125,7130,66,470250,12-AUG-2021,7,INE557F07132,
NHBTF2023,N1,10050,10050,10050,10050,10050,10010,2,20100,12-AUG-2021,1,INE557F07041,
NHBTF2023,N6,6500,6500.2,6500,6500,6500,6500,20,130002,12-AUG-2021,3,INE557F07181,
NHBTF2023,N7,7002,7009.2,7002,7007.05,7009.2,7051.5,37,259261.2,12-AUG-2021,2,INE557F07199,
